id,x,y,cate
297,-45.63905716,-10.01617146,3
298,-8.789818764,-17.23203659,6
299,-0.348125279,-12.1099844,6
300,-12.73215675,-20.75978851,3
301,-24.54187012,3.240929842,3
302,37.10342407,-18.49770164,5
303,-40.23379135,-1.430098653,3
304,28.96039009,-10.93067837,5
305,-40.23767471,-1.430122495,3
306,-17.6288166,16.41242599,1
307,-1.405083656,18.450037,1
308,20.83418465,47.21271896,2
309,-10.03022289,-45.07237244,4
310,36.27294922,2.043057203,5
311,-3.269749165,12.28897667,1
312,-23.26462746,-40.03579712,4
313,23.27008438,-13.09799004,7
314,-21.7647934,20.28007889,2
315,-1.295953512,-37.61406708,4
316,-20.34561348,-31.12545586,4
317,41.59331131,13.77906322,1
318,-8.003170967,-35.13507843,4
319,-30.63382339,19.91823006,2
320,-41.66601563,-15.69589329,0
321,-20.3848362,-5.253174305,3
322,29.1376667,38.39228439,3
323,-32.99136734,30.18912697,2
324,27.12104607,21.26161575,1
325,-13.20459557,44.83714294,2
326,23.56007957,-18.83981133,7
327,32.57089996,0.50707227,5
328,-28.50881004,25.93085861,2
329,-25.32861519,25.17295074,2
330,-10.83916569,15.3328352,1
331,-5.268237114,-38.73676682,7
332,16.20902824,-0.593744636,5
333,-6.861154556,-42.24342346,4
334,23.31455421,27.49058342,1
335,47.69313812,-19.47678566,7
336,22.10925865,-20.98131943,7
337,41.06999969,-13.3667841,5
338,-33.80156326,-15.82150459,3
339,19.9575386,-29.13752556,6
340,20.83659363,47.23357773,2
341,14.05711269,36.26652145,1
342,-25.39465714,26.69723892,2
343,21.73054314,-7.404568672,3
344,-36.0659523,-38.35879898,3
345,-6.702503204,-38.62731552,4
346,-10.95441437,-44.77640152,4
347,-15.70634079,-10.10031414,3
348,-3.942738295,-46.79793167,6
349,18.25435448,27.80828857,1
350,31.44229317,-29.82621193,5
351,-5.546247005,-44.17189789,7
352,-22.18124771,-16.88051033,3
353,-13.50150108,21.31983757,2
354,-10.63973808,-43.20640182,4
355,17.78830528,7.073610306,1
356,-30.69853973,-2.051164865,3
357,-21.84061813,14.91701603,6
358,33.43371582,-29.52017212,6
359,28.92082977,35.39062119,2
360,-26.27282715,37.88687515,2
361,-10.66825581,25.01303864,0
362,16.41223717,8.243976593,1
363,16.56733894,9.640769958,1
364,31.94974899,-18.23788643,7
365,27.3640995,31.00857925,1
366,21.50234413,25.62402153,1
367,-7.321691513,46.39953995,6
368,21.7592411,25.61910629,1
369,-27.60464478,32.03833389,0
370,20.86726761,23.78905106,3
371,20.71366692,2.740170717,1
372,-13.15874958,-47.99536133,4
373,-33.9212532,28.37136078,2
374,22.77278137,23.75873566,1
375,15.6965332,-3.237133503,6
376,4.008712292,15.86843491,1
377,10.62388039,23.7852726,5
378,-24.33550453,18.31406212,3
379,-12.27690697,22.75243568,2
380,-6.127441883,-43.03645325,4
381,12.95265484,14.0766964,1
382,1.937087297,-3.243002892,1
383,9.127552032,-15.78344822,6
384,-11.6456852,-22.84686852,6
385,38.19049835,-16.7261467,5
386,43.19107056,14.08776855,0
387,-0.490124345,-25.04144096,4
388,23.8323307,11.01033401,5
389,-24.90837669,3.145693779,0
390,13.56825352,28.25993347,2
391,-16.44023514,-4.280675888,3
392,27.98106766,25.58633995,7
393,32.73577881,-11.59076405,5
394,-22.26080322,-17.2811203,3
395,6.957166195,-30.59300995,3
396,30.24032211,-9.268672943,7
397,1.823976994,-34.3699913,7
398,32.987957,-11.80524158,5
399,42.62864685,14.12675571,1
400,1.14120543,39.61083984,7
401,16.88240814,-28.00992584,6
402,-7.7586689,18.2382164,1
403,15.97332001,10.4000721,1
404,19.17934036,20.56307411,1
405,-18.17546463,-32.25115204,4
406,-27.01599884,-37.19929504,4
407,-14.65994358,22.31976509,1
408,-38.55937576,-17.40975571,0
409,-13.5381012,40.89289093,1
410,40.9854126,16.08785248,1
411,-19.86335182,21.52563477,2
412,-10.52544594,-34.21520996,4
413,12.39439774,-30.51891136,6
414,-26.33259201,-29.09467316,4
415,22.10083771,-20.85103416,7
416,16.04062271,25.89621735,2
417,-1.81684351,26.62631798,1
418,31.94022179,-25.46547508,6
419,-21.74977303,14.90464878,1
420,-4.918951035,-31.95301819,3
421,31.24416542,-29.73782539,6
422,-26.25074959,7.662733078,2
423,19.75713158,-13.6826725,1
424,-16.124506,-37.28964233,4
425,24.8485775,-12.30000687,3
426,-14.10978889,-29.62406731,3
427,29.07074928,5.85519886,5
428,7.413310528,26.30188179,1
429,9.182127953,-7.904941082,3
430,25.99235153,-28.32793236,6
431,-31.53097153,-0.632108867,3
432,2.661235571,-17.19665718,6
433,-15.03399181,25.34026146,2
434,-39.65634537,26.61696625,0
435,38.50909424,-7.114387035,5
436,41.39938736,-5.901390553,5
437,11.97890091,-34.65288925,6
438,5.50929594,25.90047646,1
439,-29.56613922,21.2729454,2
440,-11.59902382,38.54251862,1
441,36.71196747,-0.669836402,5
442,32.27236176,1.003920913,5
443,-5.480664253,4.962035179,1
444,17.74842453,16.85609245,1
445,30.90026855,-29.4797802,7
446,32.31296158,-19.78905869,7
447,-18.80678368,-2.235905886,2
448,2.265974998,-0.705763102,1
449,-31.90259361,-25.12226295,4
450,-27.71518707,34.94807053,2
451,17.39557838,4.517883301,1
452,31.01903915,-25.17653847,6
453,37.02985764,-0.76443553,5
454,-8.682789803,-23.17917824,0
455,-2.175237894,-3.443925381,1
456,2.134154081,22.59020042,1
457,10.76437759,-19.47305679,6
458,10.1210537,-19.29199219,6
459,-8.360769272,-35.018116,4
460,-22.30686951,17.94458199,2
461,-29.98806,32.08626938,2
462,8.30569458,27.87301826,1
463,20.64694023,32.32099533,1
464,-14.76957512,-22.73938751,3
465,9.232533455,-37.76558685,4
466,37.82025528,-17.05982208,5
467,-12.11749744,-24.76812935,4
468,-4.813049316,16.8083477,1
469,18.58699226,-19.26175308,6
470,11.08720207,20.70052528,1
471,16.06441498,40.55871582,1
472,6.372995377,-39.72940445,5
473,34.9666214,-14.97462559,5
474,39.30384445,12.86238575,7
475,35.75668716,-3.1249547,5
476,24.68441772,22.29224777,2
477,5.120934963,23.46869659,1
478,6.876132965,12.06329155,1
479,20.92380333,-32.09713364,6
480,-30.55721092,-22.2773838,4
481,-32.24996567,-35.11896896,4
482,6.092302799,1.310572028,7
483,39.53620148,-16.19686127,5
484,36.84779739,17.24133682,1
485,45.05484009,-22.21537781,7
486,-3.090211153,-37.21443176,7
487,-5.883218288,-13.97487259,3
488,-42.8908577,-18.48967552,3
489,28.57950401,-15.8423214,6
490,-7.219430923,-28.95695496,3
491,-10.56491089,-12.1729126,3
492,9.232034683,0.518273294,1
493,8.515545845,30.97714806,0
494,21.53724861,-4.168285847,5
495,16.43428612,-32.46370697,6
496,-8.261614799,-26.39673805,3
497,-18.24033165,21.30012703,2
498,-12.61337185,-20.76446915,6
499,-28.59444809,-44.89573669,4
500,16.13057518,25.84146309,1
501,-4.97714138,-16.20404816,3
502,32.17372513,-10.76835823,5
503,-16.26105499,-31.03780746,3
504,-1.180907249,-30.21100235,7
505,45.61964417,-21.02403831,7
506,4.736112595,20.63166428,1
507,42.47955322,25.50179863,7
508,-15.45103455,-32.7937355,4
509,36.9053688,-25.05220604,5
510,-6.58412981,14.1982317,1
511,-5.06095314,-41.55165482,4
512,22.98376656,-23.20434952,6
513,-9.41562748,-14.29416466,3
514,-26.37204742,-29.45557213,4
515,-1.910540938,-46.10546875,7
516,25.09475327,-31.26893044,6
517,35.34339905,36.45241547,7
518,4.603024483,-42.25975037,5
519,-6.867420673,-40.35113907,4
520,14.14691639,-6.236887932,6
521,41.70851898,26.40532875,1
522,-21.78362465,36.93452072,2
523,-1.820756793,23.52622795,1
524,15.72222996,-30.69676018,6
525,4.292075634,-40.14546585,5
526,32.23897171,1.630817056,5
527,33.67734528,-21.59300804,7
528,-34.86452103,-15.83377934,3
529,32.78118515,-26.61429787,5
530,8.554880142,25.80095291,1
531,-21.92094612,-42.66758347,4
532,17.72262573,-9.919110298,7
533,-16.73228073,42.52724457,2
534,22.39469147,-32.81646347,7
535,-5.652111053,6.229266644,1
536,0.037977759,16.59606934,1
537,9.533722878,-15.22913361,6
538,36.35319519,-1.736173034,5
539,3.28950119,9.115365982,1
540,39.04447174,-18.25699043,5
541,29.79475403,30.42656136,1
542,-26.51624107,-16.58770561,3
543,-31.83810806,32.68955612,2
544,3.729095459,-2.186442614,1
545,25.15809059,-20.91279221,7
546,32.80704498,36.41491318,7
547,33.78977203,-29.38908005,5
548,-26.16580009,19.77318382,2
549,32.06151199,34.78087234,1
550,-13.09325218,-47.99349594,4
551,-35.96681976,-4.63079977,2
552,-33.95552826,-11.65172768,3
553,-12.62877369,-43.09396362,4
554,28.40170097,-18.96778679,7
555,-0.633373678,-40.75074768,3
556,12.35938358,-8.837247849,1
557,18.65513992,-11.34540653,1
558,-21.2003727,17.08876228,5
559,41.93297958,-25.70707893,5
560,-18.75388527,29.57297707,2
561,-41.53142929,27.71947479,0
562,-16.87295341,-45.46334457,4
563,25.88260651,-2.325758457,1
564,25.86081505,16.27941322,2
565,34.03117371,1.396087766,5
566,-24.83564758,25.03909874,2
567,-8.25774765,-44.97285461,4
568,36.54163742,-5.061491013,5
569,-25.20355034,-44.66287613,6
570,9.167024612,-42.44681549,5
571,-8.680695534,-39.94726181,3
572,32.32956314,1.446375728,5
573,-25.93320274,22.52597427,2
574,18.71402359,34.64398575,1
575,31.57266426,-29.84510231,6
576,11.26545334,-10.5428381,1
577,-20.44999504,-3.692841291,3
578,5.199965477,-8.974487305,1
579,26.5164814,1.784786463,5
580,9.08712101,-4.391999722,1
581,6.200165749,-11.98053169,1
582,-28.61444283,-44.90237427,4
583,27.92062569,34.11223602,3
584,-38.12793732,12.29638863,1
585,22.55979538,1.604936719,1
586,-15.52088451,-5.062112808,3
587,-16.45067024,-24.13826942,3
588,-23.23104477,37.11074829,0
589,13.60237503,1.846145868,1
590,-11.93692112,-36.29080963,4
591,3.275449991,-11.41534042,1
592,0.798609078,-19.15960121,6
593,-32.68652725,-24.06251526,4
594,4.644796371,-25.72234344,6
595,8.984688759,-4.120519638,7
596,-1.598959565,7.714271545,1
597,-1.907942295,-30.15954018,7
598,-3.81143117,8.926038742,1
599,-45.11263275,1.426689267,0
600,4.29583931,2.997644663,1
601,30.99690819,-19.53381157,7
602,15.80990314,-23.8635025,6
603,-32.03671646,-8.989267349,3
604,-13.73575783,-2.119359732,3
605,44.27381897,14.04615784,1
606,-25.2990303,-27.76189041,4
607,31.56805038,-22.27098656,5
608,-27.25244331,-36.48684311,4
609,27.45961189,-1.820235252,5
610,26.32275772,-5.190634251,5
611,3.635499477,-0.711313307,1
612,31.53177643,-27.34063911,6
613,31.72463036,19.92852211,2
614,-25.24772453,-3.546317577,3
615,22.2567749,23.44810677,1
616,15.06675148,-19.0803318,6
617,0.329572588,11.03444576,1
618,-11.66331959,9.82228756,1
619,25.39703751,-14.96502495,7
620,-19.76603317,48.09259415,1
621,32.71440506,1.99357605,5
622,30.67778969,-17.81593132,5
623,-36.45911407,-37.7259407,3
624,25.56341362,-17.69535065,7
625,0.631205082,-21.08429909,3
626,37.96682358,-2.241873264,5
627,42.0773201,12.05791473,7
628,-19.93537331,21.61581612,2
629,-12.49450207,1.520080209,3
630,19.95104218,23.0666256,1
631,-7.082224369,-15.22060108,3
632,-12.29987907,-25.37477684,3
633,-32.62914276,-7.652563095,3
634,31.50090218,-30.0586853,6
635,28.54888535,-24.56050491,7
636,24.89627647,-12.55473232,1
637,-0.086622991,-9.248476982,1
638,31.52204323,-29.68778992,5
639,-16.88913918,-18.85426712,3
640,-25.04025078,38.5498085,2
641,-45.8105545,-0.743741214,3
642,-5.656141281,5.957402706,1
643,40.01859665,-6.178759098,5
644,25.58226967,-23.93958282,7
645,-10.78426456,-1.698828936,3
646,25.08668518,-13.03398323,5
647,-11.97938633,-21.57360268,4
648,-17.06777763,-29.49350929,4
649,-30.39365005,-26.78874969,3
650,-22.08378983,-1.133802414,3
651,31.31616592,-29.28226852,5
652,-38.45962143,-33.44553757,3
653,-32.55099487,-6.255990505,3
654,3.096958399,5.508694649,1
655,-30.55031013,22.4870472,2
656,-12.8017931,-21.91230392,3
657,-18.19890213,-31.86816597,4
658,-22.8515358,-6.68707943,3
659,-16.85624886,-36.7050972,5
660,-31.38533211,23.8558197,2
661,38.65293884,-25.79649544,5
662,-3.221386671,-20.93656349,3
663,31.48564911,-29.60201073,5
664,13.70459747,-11.34215641,6
665,-12.89495659,-22.69356537,4
666,17.062397,-12.40053272,1
667,-30.17032242,22.67518997,2
668,38.93089676,-8.454490662,5
669,-31.23807144,33.42055511,2
670,34.31550598,-25.80412292,7
671,24.66758728,25.05540848,1
672,13.47972775,-20.41010475,6
673,-7.025359154,14.02640915,1
674,5.033064365,-15.37143326,1
675,-31.96597672,-19.92966461,3
676,-25.31417274,-26.91820335,3
677,-24.66270065,29.89118385,2
678,-30.81667519,-2.210723162,2
679,17.41015816,-26.34336472,6
680,-42.3920517,26.17186165,0
681,29.76575661,12.19054317,5
682,9.01675415,-28.56353951,6
683,-26.04834557,28.79870224,2
684,31.58991051,-3.559062958,5
685,20.40151405,-26.30707932,6
686,31.72108459,-30.29551125,6
687,13.5918932,-20.47822762,6
688,38.57862091,12.39461327,6
689,42.65800858,15.59732056,6
690,-16.43033981,-45.03887558,4
691,33.873806,-32.81482315,6
692,37.16518784,-1.91401875,5
693,8.73392868,15.11622524,1
694,-33.16285706,-19.86804771,3
695,-23.83649254,33.75211716,2
696,20.87820625,-10.02110386,7
697,-24.58948708,-26.6682663,3
698,30.5467186,-26.68021774,7
699,42.45629883,25.57955933,5
700,26.91123581,-12.32839584,7
701,7.468549728,0.710132599,1
702,-29.81194878,31.24962997,2
703,-31.65002441,30.10356712,2
704,15.49586296,-12.82765007,0
705,-23.60589027,-40.53517151,4
706,-31.21763611,31.02195358,2
707,18.72225952,7.999871731,1
708,42.6281395,-16.72972488,5
709,37.40826797,-1.953397274,5
710,-19.16357803,-19.7514782,4
711,36.57350159,-6.424623013,5
712,-6.231289387,-0.854008555,3
713,-23.67504692,-22.91690254,3
714,-25.541502,-33.48055649,4
715,4.265807629,14.34978199,1
716,0.820881605,-10.11516094,1
717,-20.9721241,5.681023598,1
718,42.6876564,-2.217852592,5
719,-25.93635941,-33.37568283,4
720,-19.3735714,-11.71779251,3
721,-32.70475769,-25.78887939,4
722,27.87567139,35.72067642,3
723,-4.185925484,2.434867859,1
724,36.85608292,-6.746814251,5
725,-2.161079168,8.921484947,1
726,-20.63580513,-12.89931011,3
727,-24.27841759,40.42110443,6
728,22.44896317,9.03717804,2
729,15.10017967,-31.56393051,6
730,-4.759492397,-24.42104721,3
731,42.96001434,26.41121674,6
732,36.14084625,-0.128327116,5
733,43.54826736,25.11663246,7
734,-33.61613846,-8.442351341,0
735,27.5265255,-17.98802948,7
736,30.84103203,4.225036621,5
737,34.19595718,-12.53838062,5
738,6.454382896,-19.26820374,6
739,16.61736298,-28.71511841,6
740,-21.87697983,-35.47195435,4
741,-40.75288773,-21.11608124,3
742,-20.61673164,-47.61543655,4
743,-4.327056885,-4.355670929,1
744,-21.3080883,-14.35448265,3
745,-10.07907867,-25.9932003,4
746,2.165714264,2.124709129,1
747,8.673933029,-18.74229622,6
748,15.93214321,-10.79349232,6
749,20.65328026,15.19548512,1
750,-29.04303932,-15.5901022,3
751,4.805512905,15.31619835,1
752,-23.46343803,-39.6065979,4
753,-27.87799644,35.07461929,2
754,-31.47725296,-23.48347855,4
755,1.24386251,14.43221474,1
756,7.352260113,-27.85738182,6
757,-25.06768799,-36.55065155,4
758,-35.43685532,-37.15759659,3
759,-0.74581182,17.5837059,1
760,-12.51802063,-12.02405071,3
761,10.9952383,7.917693138,1
762,10.15720463,-13.62757111,1
763,9.138288498,-15.10654736,6
764,8.537912369,33.46443558,0
765,7.603411198,30.0091877,1
766,-23.17411995,-35.44868469,4
767,-17.17723465,-24.5552063,3
768,12.37568188,0.29081437,1
769,41.56357574,-8.251247406,5
770,23.90847015,-6.118944168,5
771,-20.41554451,-22.61589432,3
772,39.28998184,-18.47755051,5
773,-28.43503189,-23.75480461,4
774,-31.37864494,-16.81206894,3
775,-35.67807388,-11.21162605,3
776,-11.00419903,-21.03012657,7
777,40.57669067,20.58187866,1
778,16.22511673,18.02230644,6
779,32.92108154,-24.44018173,5
780,-7.041736126,-36.84187698,3
781,-12.89891911,-29.02031898,3
782,2.260059118,14.45233822,1
783,-22.38783455,-40.49932098,4
784,17.42738342,-32.27856827,6
785,-28.30067635,30.13936996,2
786,-29.70612717,28.31841278,2
787,-26.95993233,-40.73948669,4
788,41.7409935,-8.046230316,5
789,31.29408646,-29.4612236,5
790,22.3672123,-2.031463861,1
791,25.91918755,-11.01543808,5
792,-14.33787727,-24.15411758,3
793,-41.435009,-21.30164146,3
794,-21.64995766,-47.95845795,4
795,-41.64122009,-21.34378242,6
796,42.64631653,-6.203604221,5
797,-5.665501595,-29.6363945,3
798,0.006970287,-24.01302528,6
799,30.31682205,33.33455276,1
800,29.00650787,31.61332321,1
801,23.7711525,45.01329422,0
802,-4.072044373,-30.26176453,4
803,-21.50965691,-48.16802979,4
804,2.509379625,-21.69397354,3
805,-8.491409302,-11.21037579,3
806,46.21011353,17.46722794,7
807,-11.95050335,-11.53771782,3
808,42.73881149,-16.85408401,5
809,23.71008682,45.02938461,0
810,14.13693333,-2.876024008,1
811,36.4433403,4.300139427,5
812,46.25989532,13.20753002,7
813,-34.29292297,26.39579582,2
814,-8.192733765,23.34845543,1
815,20.4202137,-32.81497192,6
816,-24.36357498,-36.61730576,4
817,12.6081953,-21.68714714,6
